# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1514672	1514968	-	WP_003656361.1	WP_003656361.1		hypothetical protein		66586314	MC195_RS07290	297	98	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1515138	1517933	-					secA	66586315	MC195_RS07295	2796		old_locus_tag=MC195_07315
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1515138	1517933	-	WP_081569986.1	WP_081569986.1		preprotein translocase subunit SecA	secA	66586315	MC195_RS07295	2796	931	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1518236	1519540	-					hemL	66586316	MC195_RS07300	1305		old_locus_tag=MC195_07320
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1518236	1519540	-	WP_081569987.1	WP_081569987.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL	66586316	MC195_RS07300	1305	434	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1519580	1519918	-						66586317	MC195_RS07305	339		old_locus_tag=MC195_07325
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1519580	1519918	-	WP_003656357.1	WP_003656357.1		zinc ribbon domain-containing protein YjdM		66586317	MC195_RS07305	339	112	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1520103	1520804	+						66586318	MC195_RS07310	702		old_locus_tag=MC195_07330
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1520103	1520804	+	WP_003667004.1	WP_003667004.1		glycine cleavage system protein T		66586318	MC195_RS07310	702	233	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1520877	1521749	-						66586319	MC195_RS07315	873		old_locus_tag=MC195_07335
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1520877	1521749	-	WP_003656353.1	WP_003656353.1		CBS domain-containing protein		66586319	MC195_RS07315	873	290	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1521922	1522386	-						66586320	MC195_RS07320	465		old_locus_tag=MC195_07340
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1521922	1522386	-	WP_003656352.1	WP_003656352.1		YcgN family cysteine cluster protein		66586320	MC195_RS07320	465	154	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1522573	1523310	+						66586321	MC195_RS07325	738		old_locus_tag=MC195_07345
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1522573	1523310	+	WP_003656351.1	WP_003656351.1		dienelactone hydrolase family protein		66586321	MC195_RS07325	738	245	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1523395	1524906	-						66586322	MC195_RS07330	1512		old_locus_tag=MC195_07350
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1523395	1524906	-	WP_003656349.1	WP_003656349.1		aminoacyl-histidine dipeptidase		66586322	MC195_RS07330	1512	503	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1525025	1526152	-						66586323	MC195_RS07335	1128		old_locus_tag=MC195_07355
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1525025	1526152	-	WP_003667007.1	WP_003667007.1		aminotransferase class V-fold PLP-dependent enzyme		66586323	MC195_RS07335	1128	375	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1526396	1526683	-						66586324	MC195_RS07340	288		old_locus_tag=MC195_07360
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1526396	1526683	-	WP_003656344.1	WP_003656344.1		hypothetical protein		66586324	MC195_RS07340	288	95	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1526756	1526992	-						66586325	MC195_RS07345	237		old_locus_tag=MC195_07365
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1526756	1526992	-	WP_003656342.1	WP_003656342.1		DUF2788 domain-containing protein		66586325	MC195_RS07345	237	78	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1527190	1527858	+						66586326	MC195_RS07350	669		old_locus_tag=MC195_07370
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1527190	1527858	+	WP_003664045.1	WP_003664045.1		SPOR domain-containing protein		66586326	MC195_RS07350	669	222	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1527953	1528870	-						66586327	MC195_RS07355	918		old_locus_tag=MC195_07375
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1527953	1528870	-	WP_003656338.1	WP_003656338.1		DUF808 domain-containing protein		66586327	MC195_RS07355	918	305	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1528954	1529994	-					cmoB	66586328	MC195_RS07360	1041		old_locus_tag=MC195_07380
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1528954	1529994	-	WP_003656337.1	WP_003656337.1		tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	cmoB	66586328	MC195_RS07360	1041	346	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1530065	1530835	-					cmoA	66586329	MC195_RS07365	771		old_locus_tag=MC195_07385
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1530065	1530835	-	WP_003665033.1	WP_003665033.1		carboxy-S-adenosyl-L-methionine synthase CmoA	cmoA	66586329	MC195_RS07365	771	256	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1530890	1531423	+					msrA	66586330	MC195_RS07370	534		old_locus_tag=MC195_07390
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1530890	1531423	+	WP_003656334.1	WP_003656334.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA	66586330	MC195_RS07370	534	177	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1531525	1532946	+						66586331	MC195_RS07375	1422		old_locus_tag=MC195_07395
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1531525	1532946	+	WP_081569988.1	WP_081569988.1		lytic murein transglycosylase		66586331	MC195_RS07375	1422	473	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1533043	1533228	-						66586332	MC195_RS07380	186		old_locus_tag=MC195_07400
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1533043	1533228	-	WP_152719359.1	WP_152719359.1		hypothetical protein		66586332	MC195_RS07380	186	61	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1533390	1534247	-					murI	66586333	MC195_RS07385	858		old_locus_tag=MC195_07405
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1533390	1534247	-	WP_003671445.1	WP_003671445.1		glutamate racemase	murI	66586333	MC195_RS07385	858	285	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1534313	1534939	-						66586334	MC195_RS07390	627		old_locus_tag=MC195_07410
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1534313	1534939	-	WP_081569989.1	WP_081569989.1		DUF1285 domain-containing protein		66586334	MC195_RS07390	627	208	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1535307	1536968	+						66586335	MC195_RS07395	1662		old_locus_tag=MC195_07415
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1535307	1536968	+	WP_003664052.1	WP_003664052.1		electron transfer flavoprotein-ubiquinone oxidoreductase		66586335	MC195_RS07395	1662	553	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1537072	1538415	-					hemA	66586336	MC195_RS07400	1344		old_locus_tag=MC195_07420
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1537072	1538415	-	WP_003656323.1	WP_003656323.1		glutamyl-tRNA reductase	hemA	66586336	MC195_RS07400	1344	447	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1538750	1540765	+						66586337	MC195_RS07405	2016		old_locus_tag=MC195_07425
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1538750	1540765	+	WP_081569990.1	WP_081569990.1		tetratricopeptide repeat protein		66586337	MC195_RS07405	2016	671	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1540794	1541366	+						66586338	MC195_RS07410	573		old_locus_tag=MC195_07430
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1540794	1541366	+	WP_003656317.1	WP_003656317.1		outer membrane lipoprotein LolB		66586338	MC195_RS07410	573	190	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1541371	1542243	+					ispE	66586339	MC195_RS07415	873		old_locus_tag=MC195_07435
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1541371	1542243	+	WP_003656316.1	WP_003656316.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	66586339	MC195_RS07415	873	290	
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542342	1542417	+						66586340	MC195_RS07420	76		old_locus_tag=MC195_07440
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542342	1542417	+				tRNA-Gln		66586340	MC195_RS07420	76		anticodon=TTG
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542513	1542588	+						66586341	MC195_RS07425	76		old_locus_tag=MC195_07445
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542513	1542588	+				tRNA-Gln		66586341	MC195_RS07425	76		anticodon=TTG
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542812	1543765	+						66586342	MC195_RS07430	954		old_locus_tag=MC195_07450
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1542812	1543765	+	WP_003656314.1	WP_003656314.1		ribose-phosphate pyrophosphokinase		66586342	MC195_RS07430	954	317	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1543812	1544327	-						66586343	MC195_RS07435	516		old_locus_tag=MC195_07455
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1543812	1544327	-	WP_003664055.1	WP_003664055.1		cytochrome b/b6 domain-containing protein		66586343	MC195_RS07435	516	171	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1544541	1545545	+						66586344	MC195_RS07440	1005		old_locus_tag=MC195_07460
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1544541	1545545	+	WP_003656310.1	WP_003656310.1		HlyD family efflux transporter periplasmic adaptor subunit		66586344	MC195_RS07440	1005	334	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1545740	1546462	+						66586345	MC195_RS07445	723		old_locus_tag=MC195_07465
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1545740	1546462	+	WP_003656306.1	WP_003656306.1		response regulator transcription factor		66586345	MC195_RS07445	723	240	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1546598	1548163	+						66586346	MC195_RS07450	1566		old_locus_tag=MC195_07470
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1546598	1548163	+	WP_003656304.1	WP_003656304.1		ATP-binding protein		66586346	MC195_RS07450	1566	521	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1548311	1549357	+					metN	66586347	MC195_RS07455	1047		old_locus_tag=MC195_07475
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1548311	1549357	+	WP_065249180.1	WP_065249180.1		methionine ABC transporter ATP-binding protein MetN	metN	66586347	MC195_RS07455	1047	348	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1549347	1550036	+						66586348	MC195_RS07460	690		old_locus_tag=MC195_07480
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1549347	1550036	+	WP_003665055.1	WP_003665055.1		methionine ABC transporter permease		66586348	MC195_RS07460	690	229	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1550228	1551058	+						66586349	MC195_RS07465	831		old_locus_tag=MC195_07485
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1550228	1551058	+	WP_038520121.1	WP_038520121.1		MetQ/NlpA family lipoprotein		66586349	MC195_RS07465	831	276	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551128	1551649	-					ccmE	66586350	MC195_RS07470	522		old_locus_tag=MC195_07490
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551128	1551649	-	WP_065249181.1	WP_065249181.1		cytochrome c maturation protein CcmE	ccmE	66586350	MC195_RS07470	522	173	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551719	1551919	-					ccmD	66586351	MC195_RS07475	201		old_locus_tag=MC195_07495
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551719	1551919	-	WP_003656294.1	WP_003656294.1		heme exporter protein CcmD	ccmD	66586351	MC195_RS07475	201	66	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551919	1552728	-						66586352	MC195_RS07480	810		old_locus_tag=MC195_07500
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1551919	1552728	-	WP_003656293.1	WP_003656293.1		heme ABC transporter permease		66586352	MC195_RS07480	810	269	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1552927	1553472	+						66586353	MC195_RS07485	546		old_locus_tag=MC195_07505
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1552927	1553472	+	WP_003656286.1	WP_003656286.1		hypothetical protein		66586353	MC195_RS07485	546	181	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1553469	1554620	+						66586354	MC195_RS07490	1152		old_locus_tag=MC195_07510
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1553469	1554620	+	WP_003671435.1	WP_003671435.1		glutathionylspermidine synthase family protein		66586354	MC195_RS07490	1152	383	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1554711	1555421	-					ssb	66586355	MC195_RS07495	711		old_locus_tag=MC195_07515
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1554711	1555421	-	WP_003669976.1	WP_003669976.1		single-stranded DNA-binding protein	ssb	66586355	MC195_RS07495	711	236	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1555583	1558456	-					uvrA	66586356	MC195_RS07500	2874		old_locus_tag=MC195_07520
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1555583	1558456	-	WP_003663425.1	WP_003663425.1		excinuclease ABC subunit UvrA	uvrA	66586356	MC195_RS07500	2874	957	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1558529	1559293	+					nadD	66586357	MC195_RS07505	765		old_locus_tag=MC195_07525
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1558529	1559293	+	WP_003670673.1	WP_003670673.1		nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD	66586357	MC195_RS07505	765	254	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1559326	1559691	+					rsfS	66586358	MC195_RS07510	366		old_locus_tag=MC195_07530
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1559326	1559691	+	WP_003666638.1	WP_003666638.1		ribosome silencing factor	rsfS	66586358	MC195_RS07510	366	121	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1559724	1560506	-						66586359	MC195_RS07515	783		old_locus_tag=MC195_07535
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1559724	1560506	-	WP_003663423.1	WP_003663423.1		CoA pyrophosphatase		66586359	MC195_RS07515	783	260	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1560649	1561224	+						66586360	MC195_RS07520	576		old_locus_tag=MC195_07540
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1560649	1561224	+	WP_081278232.1	WP_081278232.1		NUDIX hydrolase		66586360	MC195_RS07520	576	191	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1561274	1561726	-					dtd	66586361	MC195_RS07525	453		old_locus_tag=MC195_07545
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1561274	1561726	-	WP_003663421.1	WP_003663421.1		D-aminoacyl-tRNA deacylase	dtd	66586361	MC195_RS07525	453	150	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1561739	1562443	-					bioD	66586362	MC195_RS07530	705		old_locus_tag=MC195_07550
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1561739	1562443	-	WP_080534120.1	WP_080534120.1		dethiobiotin synthase	bioD	66586362	MC195_RS07530	705	234	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1562440	1563297	-						66586363	MC195_RS07535	858		old_locus_tag=MC195_07555
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1562440	1563297	-	WP_081569991.1	WP_081569991.1		methyltransferase domain-containing protein		66586363	MC195_RS07535	858	285	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1563294	1564493	-						66586364	MC195_RS07540	1200		old_locus_tag=MC195_07560
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1563294	1564493	-	WP_081570066.1	WP_081570066.1		8-amino-7-oxononanoate synthase		66586364	MC195_RS07540	1200	399	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1564493	1565815	-					bioA	66586365	MC195_RS07545	1323		old_locus_tag=MC195_07565
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1564493	1565815	-	WP_081569992.1	WP_081569992.1		adenosylmethionine--8-amino-7-oxononanoate transaminase	bioA	66586365	MC195_RS07545	1323	440	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1565987	1566427	-						66586366	MC195_RS07550	441		old_locus_tag=MC195_07570
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1565987	1566427	-	WP_003656837.1	WP_003656837.1		YbaN family protein		66586366	MC195_RS07550	441	146	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1566667	1567500	+					asd	66586367	MC195_RS07555	834		old_locus_tag=MC195_07575
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1566667	1567500	+	WP_003663416.1	WP_003663416.1		archaetidylserine decarboxylase	asd	66586367	MC195_RS07555	834	277	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1567818	1568012	+						66586368	MC195_RS07560	195		old_locus_tag=MC195_07580
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1567818	1568012	+	WP_003669988.1	WP_003669988.1		DUF2892 domain-containing protein		66586368	MC195_RS07560	195	64	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1568095	1571061	-						66586369	MC195_RS07565	2967		old_locus_tag=MC195_07585
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1568095	1571061	-	WP_049156429.1	WP_049156429.1		ATP-binding protein		66586369	MC195_RS07565	2967	988	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1571179	1572108	+					cysM	66586370	MC195_RS07570	930		old_locus_tag=MC195_07590
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1571179	1572108	+	WP_003656842.1	WP_003656842.1		cysteine synthase CysM	cysM	66586370	MC195_RS07570	930	309	
